fullname,Base Model,country,Upload To Hub Date,Average,#Params (B),CO2 cost (kg),IFEval Raw,IFEval,BBH Raw,BBH,MATH Lvl 5 Raw,MATH Lvl 5,GPQA Raw,GPQA,MUSR Raw,MUSR,MMLU-PRO Raw,MMLU-PRO,Official Providers
EleutherAI/pythia-160m,EleutherAI/pythia-160m,USA,2023-02-08,5.730394617,0.213,0.470677083,0.181551616,18.15516164,0.297043748,2.19883228,0.009063444,0.906344411,0.258389262,1.118568233,0.4179375,10.67552083,0.111951463,1.327940307,TRUE
EleutherAI/pythia-1b,EleutherAI/pythia-1b,USA,2023-03-10,5.070268221,1.079,0.312294805,0.220794159,22.07941595,0.300409302,2.2939864,0.009063444,0.906344411,0.256711409,0.894854586,0.355208333,2.734375,0.113613697,1.512632979,TRUE
EleutherAI/pythia-2.8b,EleutherAI/pythia-2.8b,USA,2023-02-13,5.554946282,2.909,1.507804003,0.21732226,21.73222605,0.322408594,5.077786162,0.013595166,1.359516616,0.25,0,0.348572917,3.63828125,0.113696809,1.521867612,TRUE
EleutherAI/pythia-410m,EleutherAI/pythia-410m,USA,2023-02-13,5.227072311,0.506,0.754163654,0.219545251,21.9545251,0.302813387,2.71542812,0.009818731,0.981873112,0.259228188,1.230425056,0.3578125,3.059895833,0.11278258,1.420286643,TRUE
EleutherAI/pythia-6.9b,EleutherAI/pythia-6.9b,USA,2023-02-14,5.966546775,6.9,1.737733829,0.228113627,22.81136274,0.323228787,5.88163198,0.014350453,1.435045317,0.251677852,0.223713647,0.359052083,3.81484375,0.114694149,1.632683215,TRUE
facebook/opt-1.3b,facebook/opt-1.3b,USA,2022-05-11,5.276689334,1.3,0.806009556,0.238329854,23.83298537,0.309394705,3.64805209,0.009063444,0.906344411,0.242449664,0,0.342,2.083333333,0.110704787,1.189420804,TRUE
facebook/opt-30b,facebook/opt-30b,USA,2022-05-11,6.276874108,30,5.999689573,0.24529914,24.52991396,0.307034475,3.498429385,0.010574018,1.057401813,0.269295302,2.572706935,0.360416667,4.185416667,0.116356383,1.817375887,TRUE
google/codegemma-1.1-2b,google/codegemma-1.1-2b,USA,2024-04-30,7.133867903,2.506,1.899766392,0.229362536,22.93625358,0.335341779,7.55122528,0.012839879,1.283987915,0.265100671,2.013422819,0.387145833,5.9265625,0.127825798,3.091755319,TRUE
google/flan-t5-base,google/flan-t5-base,USA,2022-10-21,6.415642125,0.248,0.313242881,0.189070555,18.9070555,0.35259806,11.33769368,0.010574018,1.057401813,0.238255034,0,0.367114583,3.22265625,0.13572141,3.969045508,TRUE
google/flan-t5-large,google/flan-t5-large,USA,2022-10-21,9.658122926,0.783,0.466982743,0.220094904,22.00949037,0.415311504,17.51001828,0.014350453,1.435045317,0.250838926,0.111856823,0.408322917,9.00703125,0.17087766,7.875295508,TRUE
google/flan-t5-small,google/flan-t5-small,USA,2022-10-21,6.129661811,0.077,0.286260485,0.152425564,15.24255642,0.32829011,6.363111962,0.00755287,0.755287009,0.26090604,1.454138702,0.412291667,10.36979167,0.123337766,2.593085106,TRUE
google/flan-t5-xl,google/flan-t5-xl,USA,2022-10-21,11.70507258,2.85,0.697858689,0.223741894,22.37418937,0.453106361,22.69505581,0.00755287,0.755287009,0.252516779,0.33557047,0.41809375,11.32838542,0.214677527,12.7419474,TRUE
google/flan-t5-xl,google/flan-t5-xl,USA,2022-10-21,11.58716744,2.85,0.28535173,0.220694424,22.06944241,0.453721722,22.83758766,0.000755287,0.075528701,0.245805369,0,0.42203125,11.85390625,0.214178856,12.6865396,TRUE
google/flan-t5-xxl,google/flan-t5-xxl,USA,2022-10-21,13.66207706,11.267,1.412953655,0.220045036,22.00450361,0.506588802,30.1192556,0.010574018,1.057401813,0.270134228,2.684563758,0.42175,11.18541667,0.234291888,14.92132092,TRUE
google/flan-ul2,google/flan-ul2,USA,2023-03-03,13.67599869,19.46,1.119932567,0.239254068,23.92540681,0.505373805,30.02029013,0.009063444,0.906344411,0.287751678,5.033557047,0.384354167,5.577604167,0.249335106,16.5927896,TRUE
google/gemma-1.1-2b-it,google/gemma-1.1-2b-it,USA,2024-03-26,8.053373854,2.506,0.658429563,0.306748317,30.67483167,0.318463497,5.862826723,0.018126888,1.812688822,0.269295302,2.572706935,0.339395833,2.024479167,0.148354388,5.372709811,TRUE
google/gemma-1.1-7b-it,google/gemma-1.1-7b-it,USA,2024-03-26,17.69358423,8.538,1.15659838,0.503910735,50.39107346,0.393529796,15.93420939,0.049093656,4.909365559,0.293624161,5.81655481,0.423020833,11.5109375,0.258394282,17.59936466,TRUE
google/gemma-2-27b,google/gemma-2-27b,USA,2024-06-24,23.92616734,27.227,11.22849856,0.24752213,24.75221302,0.564290832,37.39073745,0.166163142,16.6163142,0.350671141,13.42281879,0.439635417,13.92109375,0.437084441,37.45382683,TRUE
google/gemma-2-2b,google/gemma-2-2b,USA,2024-07-16,10.12946316,2.614,1.518795723,0.199312269,19.93122692,0.3655967,11.75580753,0.028700906,2.870090634,0.262583893,1.677852349,0.423177083,11.43046875,0.218001995,13.11133274,TRUE
google/gemma-2-2b,google/gemma-2-2b,USA,2024-07-16,10.35961557,2.614,2.836514702,0.201760218,20.17602184,0.370867461,12.49730623,0.03021148,3.021148036,0.262583893,1.677852349,0.421875,11.26770833,0.22165891,13.51765662,TRUE
google/gemma-2-9b,google/gemma-2-9b,USA,2024-06-24,21.20528678,9,8.616239679,0.203983209,20.3983209,0.53773734,34.09681854,0.134441088,13.44410876,0.32885906,10.51454139,0.446114583,14.29765625,0.410322473,34.48027482,TRUE
google/gemma-2b,google/gemma-2b,USA,2024-02-08,7.32195981,2.506,1.295988726,0.20375825,20.37582503,0.336563817,8.246263427,0.03021148,3.021148036,0.255033557,0.67114094,0.39778125,7.555989583,0.136552527,4.061391844,TRUE
google/gemma-2b-it,google/gemma-2b-it,USA,2024-02-08,7.48580413,2.506,0.705900662,0.269029508,26.90295084,0.31508192,5.214303022,0.020392749,2.039274924,0.27852349,3.803131991,0.334125,3.032291667,0.135305851,3.92287234,TRUE
google/gemma-7b,google/gemma-7b,USA,2024-02-08,15.44281857,8.538,2.509828116,0.265932171,26.59321711,0.436152852,21.11609932,0.074018127,7.401812689,0.286912752,4.921700224,0.406239583,10.97994792,0.294797207,21.64413416,TRUE
google/mt5-base,google/mt5-base,USA,2022-03-02,3.716339524,0.39,0.400079636,0.164515707,16.45157072,0.288316002,1.298551388,0.009063444,0.906344411,0.23909396,0,0.367208333,2.867708333,0.106964761,0.773862293,TRUE
google/mt5-small,google/mt5-small,USA,2022-03-02,4.255928173,0.17,0.360987349,0.171809687,17.18096872,0.276584203,1.07097148,0,0,0.242449664,0,0.38575,5.91875,0.11228391,1.364878842,TRUE
google/mt5-xl,google/mt5-xl,USA,2022-03-02,5.191420153,3.23,1.807534449,0.195964485,19.59644853,0.304735837,3.282461914,0,0,0.264261745,1.901565996,0.379520833,5.040104167,0.111951463,1.327940307,TRUE
google/mt5-xxl,google/mt5-xxl,USA,2022-03-02,5.103076783,11.9,4.563877005,0.235756681,23.57566812,0.295934416,2.5047108,0,0,0.241610738,0,0.368947917,3.551822917,0.10887633,0.986258865,TRUE
google/recurrentgemma-2b,google/recurrentgemma-2b,USA,2024-04-06,7.015126997,2.683,5.535049425,0.301702815,30.17028152,0.319735828,4.820362231,0.020392749,2.039274924,0.245805369,0,0.344572917,3.104947917,0.117603059,1.95589539,TRUE
google/recurrentgemma-2b-it,google/recurrentgemma-2b-it,USA,2024-04-08,7.995905374,2.683,3.059051279,0.294933,29.4933,0.333000473,7.97876384,0.019637462,1.963746224,0.253355705,0.447427293,0.3340625,3.624479167,0.140209441,4.467715721,TRUE
google/recurrentgemma-9b,google/recurrentgemma-9b,USA,2024-06-07,13.70946086,9,26.087377,0.311594347,31.15943474,0.395625687,15.32336889,0.066465257,6.64652568,0.285234899,4.697986577,0.380260417,6.59921875,0.260472074,17.8302305,TRUE
google/recurrentgemma-9b-it,google/recurrentgemma-9b-it,USA,2024-06-07,19.21811501,9,15.12775845,0.501038356,50.1038356,0.436718965,21.62158008,0.066465257,6.64652568,0.270134228,2.684563758,0.43790625,13.77161458,0.284325133,20.48057033,TRUE
google/switch-base-8,google/switch-base-8,USA,2022-10-24,3.295950268,0.62,0.293405868,0.158520503,15.85205034,0.287631327,1.702478105,0,0,0.25,0,0.351739583,1.133333333,0.109790559,1.087839835,TRUE
google/umt5-base,google/umt5-base,USA,2023-07-02,3.516574726,-1,1.336092089,0.174632198,17.46321981,0.278772623,0.813553179,0.004531722,0.453172205,0.254194631,0.559284116,0.33821875,0.944010417,0.107795878,0.866208629,TRUE
gpt2,gpt2,USA,2022-03-02,6.391029731,0.137,0.323928012,0.193416801,19.34168008,0.30363854,2.714297847,0.003021148,0.302114804,0.260067114,1.342281879,0.432416667,12.98541667,0.114943484,1.660387116,TRUE
gpt2,gpt2,USA,2022-03-02,5.977736928,0.137,0.039245173,0.083333333,8.333333333,0.308333333,9.199754902,0,0,0.233333333,0,0.433333333,18.33333333,0.1,0,TRUE
gradientai/Llama-3-8B-Instruct-Gradient-1048k,gradientai/Llama-3-8B-Instruct-Gradient-1048k,USA,2024-04-29,18.28333398,8.03,1.774328974,0.445558895,44.55588948,0.434590311,21.01052899,0.053625378,5.362537764,0.277684564,3.691275168,0.42975,13.51875,0.294049202,21.56102246,TRUE
HuggingFaceTB/SmolLM-1.7B,HuggingFaceTB/SmolLM-1.7B,USA,2024-07-14,5.576455936,1.71,0.648614513,0.236156731,23.61567308,0.318051654,4.411127852,0.016616314,1.66163142,0.241610738,0,0.34209375,2.128385417,0.114777261,1.641917849,TRUE
HuggingFaceTB/SmolLM-135M,HuggingFaceTB/SmolLM-135M,USA,2024-07-14,6.951489892,0.13,0.686755015,0.21247623,21.24762297,0.304605426,3.285399822,0.013595166,1.359516616,0.258389262,1.118568233,0.436604167,13.3421875,0.112200798,1.355644208,TRUE
HuggingFaceTB/SmolLM2-1.7B,HuggingFaceTB/SmolLM2-1.7B,USA,2024-10-30,9.583621042,1.71,0.650051982,0.244000363,24.40003635,0.345259438,9.30178846,0.026435045,2.643504532,0.279362416,3.914988814,0.348541667,4.601041667,0.213763298,12.64036643,TRUE
HuggingFaceTB/SmolLM2-135M,HuggingFaceTB/SmolLM2-135M,USA,2024-10-31,5.695927393,0.135,0.677924435,0.181776575,18.1776575,0.304423425,3.708077587,0.012084592,1.208459215,0.248322148,0,0.411177083,10.03046875,0.109458112,1.0509013,TRUE
HuggingFaceTB/SmolLM2-360M,HuggingFaceTB/SmolLM2-360M,USA,2024-10-31,6.251282351,0.36,0.773315619,0.21145228,21.145228,0.323347804,5.543603155,0.012084592,1.208459215,0.245805369,0,0.395427083,7.728385417,0.116938165,1.882018322,TRUE
HuggingFaceTB/SmolLM2-360M-Instruct,HuggingFaceTB/SmolLM2-360M-Instruct,USA,2024-10-31,3.10001954,0.362,0.392381869,0.083031911,8.303191089,0.30527034,3.299047329,0.008308157,0.83081571,0.265100671,2.013422819,0.34228125,2.751822917,0.112616356,1.401817376,TRUE
HuggingFaceTB/SmolLM2-360M-Instruct,HuggingFaceTB/SmolLM2-360M-Instruct,USA,2024-10-31,8.139566424,0.36,0.751638542,0.384159585,38.41595855,0.314350505,4.173863636,0.01510574,1.510574018,0.255033557,0.67114094,0.346125,2.765625,0.111702128,1.300236407,TRUE
HuggingFaceTB/SmolLM-360M,HuggingFaceTB/SmolLM-360M,USA,2024-07-14,6.260888857,0.36,0.730519064,0.213350576,21.33505765,0.306451603,3.284915303,0.011329305,1.132930514,0.26761745,2.348993289,0.40178125,8.089322917,0.112367021,1.374113475,TRUE
ibm/PowerLM-3b,ibm/PowerLM-3b,USA,2024-08-14,11.52407922,3.512,1.121176518,0.332127644,33.21276435,0.367945672,12.02206036,0.036253776,3.625377644,0.275167785,3.355704698,0.356291667,5.636458333,0.201628989,11.29210993,TRUE
ibm-granite/granite-3.0-1b-a400m-base,ibm-granite/granite-3.0-1b-a400m-base,USA,2024-10-03,6.030789973,1.335,3.706138661,0.240403241,24.04032412,0.322120553,6.055007672,0.026435045,2.643504532,0.247483221,0,0.336729167,1.7578125,0.115192819,1.688091017,TRUE
ibm-granite/granite-3.0-2b-base,ibm-granite/granite-3.0-2b-base,USA,2024-10-02,14.09578487,2.634,1.571160001,0.387382146,38.7382146,0.404748056,17.56374973,0.054380665,5.438066465,0.280201342,4.026845638,0.343427083,3.46171875,0.238115027,15.34611407,TRUE
ibm-granite/granite-3.0-3b-a800m-base,ibm-granite/granite-3.0-3b-a800m-base,USA,2024-10-03,9.489841451,3.374,5.293744936,0.273226151,27.32261511,0.36674975,11.34844242,0.048338369,4.833836858,0.251677852,0.223713647,0.34196875,3.312760417,0.189079122,9.89768026,TRUE
ibm-granite/granite-3.0-8b-base,ibm-granite/granite-3.0-8b-base,USA,2024-10-02,21.6909244,8.171,2.82003178,0.458348294,45.83482936,0.494376064,27.9743583,0.101208459,10.12084592,0.325503356,10.06711409,0.408135417,10.45026042,0.331283245,25.6981383,TRUE
ibm-granite/granite-3.1-1b-a400m-base,ibm-granite/granite-3.1-1b-a400m-base,USA,2024-12-06,6.312391508,1.335,2.246823675,0.251943732,25.19437315,0.329869955,6.429845005,0.027190332,2.719033233,0.251677852,0.223713647,0.3500625,1.7578125,0.113946144,1.549571513,TRUE
ibm-granite/granite-3.1-2b-base,ibm-granite/granite-3.1-2b-base,USA,2024-12-06,13.20282626,2.534,0.988442713,0.352161155,35.21611546,0.404718803,16.84368985,0.056646526,5.664652568,0.277684564,3.691275168,0.348572917,3.904947917,0.225066489,13.8962766,TRUE
ibm-granite/granite-3.1-3b-a800m-base,ibm-granite/granite-3.1-3b-a800m-base,USA,2024-12-06,10.00105159,3.299,3.245621007,0.299629428,29.96294277,0.362822992,11.9056052,0.045317221,4.531722054,0.277684564,3.691275168,0.327520833,1.106770833,0.179271941,8.807993499,TRUE
ibm-granite/granite-3.1-8b-base,ibm-granite/granite-3.1-8b-base,USA,2024-12-06,20.05719992,8.171,1.197385115,0.422103352,42.21033524,0.477695668,26.01958867,0.094410876,9.441087613,0.321308725,9.507829978,0.392229167,8.361979167,0.32322141,24.80237884,TRUE
ibm-granite/granite-7b-base,ibm-granite/granite-7b-base,USA,2024-04-19,7.90870193,6.738,1.305247677,0.241427191,24.1427191,0.348043727,9.050800003,0.015861027,1.586102719,0.245805369,0,0.355489583,3.402864583,0.183427527,9.269725177,TRUE
IDEA-CCNL/Ziya-LLaMA-13B-v1,IDEA-CCNL/Ziya-LLaMA-13B-v1,China,2023-05-16,3.906424839,13,2.216514861,0.169686432,16.9686432,0.287702924,1.463617046,0,0,0.249161074,0,0.375052083,3.881510417,0.110123005,1.124778369,TRUE
Intel/neural-chat-7b-v3-2,Intel/neural-chat-7b-v3-2,USA,2023-11-21,21.47141117,7,1.120882969,0.498839745,49.88397452,0.503222683,30.23745797,0.047583082,4.758308157,0.290268456,5.369127517,0.489520833,20.05677083,0.266705452,18.52282801,TRUE
internlm/internlm2_5-1_8b-chat,internlm/internlm2_5-1_8b-chat,USA,2024-07-30,14.74984214,1.89,1.543331295,0.384908709,38.49087089,0.448892679,21.03092694,0.158610272,15.86102719,0.290268456,5.369127517,0.359395833,4.424479167,0.12990359,3.322621158,TRUE
internlm/internlm2_5-20b-chat,internlm/internlm2_5-20b-chat,USA,2024-07-30,38.87959582,19.86,7.465415743,0.700997797,70.0997797,0.747358053,62.83245915,0.407854985,40.78549849,0.321308725,9.507829978,0.455822917,16.74453125,0.399767287,33.30747636,TRUE
internlm/internlm2_5-7b-chat,internlm/internlm2_5-7b-chat,USA,2024-06-27,32.97474767,7.738,3.003415539,0.553869289,55.3869289,0.707317992,57.04314321,0.253021148,25.3021148,0.347315436,12.9753915,0.459385417,16.28984375,0.377659574,30.85106383,TRUE
internlm/internlm2-1_8b,internlm/internlm2-1_8b,USA,2024-01-30,8.748129853,8,1.327291034,0.21977021,21.97702097,0.38797328,13.63385797,0.021148036,2.114803625,0.248322148,0,0.38128125,8.226822917,0.158826463,6.536273641,TRUE
internlm/internlm2-7b,internlm/internlm2-7b,USA,2024-01-12,17.92336612,0,1.039542409,0.22803681,22.80368098,0.5825,40.27619826,0.085714286,8.571428571,0.336666667,11.55555556,0.44,14.33333333,0.19,10,TRUE
internlm/internlm2-chat-1_8b,internlm/internlm2-chat-1_8b,USA,2024-01-30,10.64180045,1.889,1.192845125,0.238654548,23.86545477,0.445227166,20.67235743,0.032477341,3.247734139,0.265939597,2.125279642,0.363052083,4.61484375,0.183926197,9.325132979,TRUE
kyutai/helium-1-preview-2b,kyutai/helium-1-preview-2b,Japan,2025-01-13,9.3291436,2.173,0.688161561,0.261360967,26.13609667,0.363816482,10.94513967,0.013595166,1.359516616,0.27852349,3.803131991,0.354958333,4.036458333,0.187250665,9.694518322,TRUE
LLM360/K2,LLM360/K2,China,2024-04-17,14.64375329,65.286,17.67641284,0.225215761,22.52157608,0.497183568,28.22040283,0.027190332,2.719033233,0.276845638,3.579418345,0.398,8.55,0.300448803,22.27208924,TRUE
LLM360/K2-Chat,LLM360/K2-Chat,China,2024-05-22,24.38714515,65.286,34.51965613,0.515176399,51.51763986,0.535809963,33.79382924,0.10347432,10.34743202,0.306208054,7.494407159,0.457,16.825,0.337101064,26.34456265,TRUE
lmsys/vicuna-13b-v1.3,lmsys/vicuna-13b-v1.3,USA,2023-06-18,10.43553368,13,2.188465811,0.334350634,33.43506341,0.338439931,7.489789312,0.014350453,1.435045317,0.26761745,2.348993289,0.372729167,4.091145833,0.224318484,13.81316489,TRUE
lmsys/vicuna-7b-v1.3,lmsys/vicuna-7b-v1.3,USA,2023-06-18,8.525809192,7,1.126756406,0.290861581,29.08615806,0.329841001,6.461378796,0.012839879,1.283987915,0.242449664,0,0.379333333,5.016666667,0.183759973,9.306663712,TRUE
lmsys/vicuna-7b-v1.5,lmsys/vicuna-7b-v1.5,USA,2023-07-29,10.88515231,7,1.20543621,0.235157161,23.51571608,0.394704368,15.15250931,0.013595166,1.359516616,0.258389262,1.118568233,0.423114583,11.42265625,0.214677527,12.7419474,TRUE
meta-llama/Llama-2-13b-chat-hf,meta-llama/Llama-2-13b-chat-hf,USA,2023-07-13,11.12963533,13.016,1.749139016,0.398472719,39.84727191,0.334273671,7.155379969,0.013595166,1.359516616,0.231543624,0,0.400729167,8.1578125,0.192320479,10.25783097,TRUE
meta-llama/Llama-2-13b-hf,meta-llama/Llama-2-13b-hf,USA,2023-07-13,11.06518598,13.016,2.224760313,0.248246874,24.82468739,0.412562422,17.22255983,0.01510574,1.510574018,0.281040268,4.138702461,0.35375,3.385416667,0.23778258,15.30917553,TRUE
meta-llama/Llama-2-70b-chat-hf,meta-llama/Llama-2-70b-chat-hf,USA,2023-07-14,13.07369578,68.977,45.79691011,0.495792276,49.57922756,0.304247415,4.613767083,0.029456193,2.945619335,0.264261745,1.901565996,0.368666667,3.483333333,0.243267952,15.91866135,TRUE
meta-llama/Llama-2-70b-hf,meta-llama/Llama-2-70b-hf,USA,2023-07-11,18.37259861,68.977,59.24249323,0.240678068,24.06780675,0.547259119,35.90006186,0.032477341,3.247734139,0.302852349,7.046979866,0.412354167,9.777604167,0.371758644,30.19540485,TRUE
meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-2-7b-chat-hf,USA,2023-07-13,9.609483264,6.738,1.791392746,0.39864781,39.864781,0.311354636,4.459171646,0.019637462,1.963746224,0.253355705,0.447427293,0.367552083,3.27734375,0.168799867,7.644429669,TRUE
meta-llama/Llama-2-7b-hf,meta-llama/Llama-2-7b-hf,USA,2023-07-13,8.806357597,6.738,1.126189126,0.251893864,25.18938638,0.349619582,10.35141666,0.017371601,1.737160121,0.266778523,2.237136465,0.3700625,3.7578125,0.186087101,9.565233452,TRUE
meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B,USA,2024-07-14,14.42086519,8.03,1.426487162,0.124598288,12.45982881,0.465959054,25.30447063,0.06570997,6.570996979,0.310402685,8.053691275,0.3811875,8.715104167,0.328789894,25.42109929,TRUE
meta-llama/Llama-3.2-1B,meta-llama/Llama-3.2-1B,USA,2024-09-18,4.195140014,1.24,0.838257036,0.147779004,14.77790042,0.31149541,4.366029657,0.012084592,1.208459215,0.228187919,0,0.344729167,2.5578125,0.120345745,2.260638298,TRUE
meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,USA,2024-09-18,14.44312633,1.24,0.80980905,0.569831381,56.98313807,0.349684981,8.742521312,0.070241692,7.024169184,0.275167785,3.355704698,0.332854167,2.9734375,0.168218085,7.579787234,TRUE
meta-llama/Llama-3.2-3B,meta-llama/Llama-3.2-3B,USA,2024-09-18,8.697822717,3.213,2.013735283,0.133740697,13.37406969,0.390511712,14.23266488,0.018882175,1.888217523,0.26761745,2.348993289,0.35771875,3.81484375,0.248753324,16.52814716,TRUE
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-3.2-3B-Instruct,USA,2024-09-18,24.20465081,3.213,1.927961709,0.739316126,73.93161257,0.461007024,24.05918645,0.17673716,17.67371601,0.27852349,3.803131991,0.352854167,1.3734375,0.319481383,24.38682033,TRUE
meta-llama/Meta-Llama-3.1-70B,meta-llama/Meta-Llama-3.1-70B,USA,2024-07-14,26.20021584,70.554,13.60185203,0.168437524,16.84375235,0.626006918,46.39941296,0.18429003,18.42900302,0.387583893,18.34451902,0.4571875,16.58177083,0.465425532,40.60283688,TRUE
